Data;Volume Útil Armazenado (%);Vazão Jusante (m³/s);Vazão Natural (m³/s)
28/08/2020;48,37535;10,6;8,841
29/08/2020;48,22254;10,6;10,945
30/08/2020;48,03905;10,6;8,172
31/08/2020;47,89019;10,6;10,281
01/09/2020;47,72015;10,6;8,592
02/09/2020;47,52173;11,08;6,078
03/09/2020;47,31734;11,14;5,497
04/09/2020;47,11625;11,6;7,905
05/09/2020;46,90431;12,05;6,917
06/09/2020;46,69311;12,1;5,214
07/09/2020;46,48425;12,1;5,967
08/09/2020;46,29135;12,1;8,337
09/09/2020;46,06896;12,1;5,343
10/09/2020;45,84512;12,1;4,692
11/09/2020;45,6134;12,1;4,789
12/09/2020;45,37752;12,1;5,319
13/09/2020;45,12753;12,1;4,052
14/09/2020;44,89098;12,1;4,869
15/09/2020;44,65693;12,1;4,613
16/09/2020;44,41411;12,1;3,892
17/09/2020;44,16188;12,1;3,331
18/09/2020;43,90707;12,1;2,95
19/09/2020;43,66078;12,1;3,362
20/09/2020;43,41078;12,1;3,162
21/09/2020;43,1903;12,1;2,809
22/09/2020;43,04341;12,1;11,483
23/09/2020;42,87079;10,78;7,251
24/09/2020;42,69155;10,1;8,04
25/09/2020;42,47014;9,76;3,402
26/09/2020;42,26934;9,68;5,357
27/09/2020;42,078;10,6;7,411
28/09/2020;41,88046;10,6;6,343
29/09/2020;41,66885;10,68;4,692
30/09/2020;41,45205;11,64;5,33
01/10/2020;41,218;12,1;5,035
02/10/2020;40,97899;12,1;4,656
03/10/2020;40,7229;12,1;4,149
04/10/2020;40,48524;12,1;4,823
05/10/2020;40,2702;12,1;4,052
06/10/2020;40,04236;12,1;5,026
07/10/2020;39,80235;12,1;3,97
08/10/2020;39,5576;12,1;4,092
09/10/2020;39,36506;13,06;9,421
10/10/2020;39,29787;13,1;20,55
11/10/2020;39,09122;12,41;7,364
12/10/2020;38,8724;13,07;5,912
13/10/2020;38,635;13,1;4,745
14/10/2020;38,39528;13,1;5,447
15/10/2020;38,15009;13,1;6,168
16/10/2020;37,95922;12,59;9,979
17/10/2020;37,73597;11,78;3,874
18/10/2020;37,52741;11,6;4,569
19/10/2020;37,31292;11,6;4,025
20/10/2020;37,14917;11,6;11,296
21/10/2020;37,00283;11,6;13,003
22/10/2020;36,82336;11,6;9,301
23/10/2020;36,60662;11,19;5,734
24/10/2020;36,40945;11,1;7,281
25/10/2020;36,21281;11,1;9,097
26/10/2020;36,07131;11,1;13,223
27/10/2020;35,83911;11,1;4,407
28/10/2020;35,61252;11,1;5,282
29/10/2020;35,39332;11,1;5,453
30/10/2020;35,24082;11,1;14,698
31/10/2020;35,09668;10,8;12,979
01/11/2020;34,88991;10,6;5,821
02/11/2020;34,70141;10,6;8,793
03/11/2020;34,45343;10,6;4,098
04/11/2020;34,23906;10,6;7,574
05/11/2020;34,07845;10,6;13,049
06/11/2020;33,84467;10,6;4,892
07/11/2020;33,6079;10,72;5,4
08/11/2020;33,32722;12,1;2,282
09/11/2020;33,09227;12,2;6,554
10/11/2020;32,89579;12,1;12,444
11/11/2020;32,65512;10,72;5,148
12/11/2020;32,59513;9,97;24,393
13/11/2020;32,54236;7,724;21,99
14/11/2020;32,49623;5,76;19,152
15/11/2020;32,37337;5,68;11,644
16/11/2020;32,2669;6,6;15,313
17/11/2020;32,1542;6,6;16,08
18/11/2020;32,36218;6,6;50,595
19/11/2020;33,0088;5,7;96,708
20/11/2020;33,30051;4,44;54,128
21/11/2020;33,39878;4,35;33,292
22/11/2020;33,36109;4,35;19,818
23/11/2020;33,31034;4,35;17,7
24/11/2020;33,2086;4,68;12,105
25/11/2020;33,0231;8,62;7,23
26/11/2020;32,82821;11,26;8,984
27/11/2020;32,67809;13,1;16,204
28/11/2020;32,48918;13,1;12,24
29/11/2020;32,24648;13,1;7,454
30/11/2020;32,08204;13,1;16,073
01/12/2020;31,96505;13,1;22,304
02/12/2020;31,86057;9,13;20,656
03/12/2020;31,71296;8,6;15,243
04/12/2020;31,56504;8,6;16,184
05/12/2020;31,37797;11,97;14,859
06/12/2020;31,30735;12,1;27,095
07/12/2020;31,4391;12,1;47,592
08/12/2020;31,92419;10,19;88,248
09/12/2020;32,25633;4,04;64,68
10/12/2020;32,44415;3,6;48,85
11/12/2020;32,49346;3,6;33,689
12/12/2020;32,51559;3,6;30,12
13/12/2020;32,68233;3,6;45,175
14/12/2020;32,90755;4,56;52,095
15/12/2020;33,05716;3,74;43,282
16/12/2020;33,37995;3,6;64,001
17/12/2020;33,78128;3,6;71,927
18/12/2020;34,07253;3,6;59,876
19/12/2020;34,27436;5,52;51,519
20/12/2020;34,44962;5,6;49,212
21/12/2020;34,5306;7,52;39,68
22/12/2020;34,66254;8,56;46,973
23/12/2020;34,84834;8,6;52,058
24/12/2020;34,94446;8,6;42,674
25/12/2020;34,92582;8,6;29,446
26/12/2020;34,89745;8,6;26,3
27/12/2020;35,02253;10,52;45,074
28/12/2020;35,34255;8,88;65,668
29/12/2020;35,59337;5,9;56,852
30/12/2020;35,98691;2,974;69,897
31/12/2020;36,1569;2,1;44,949
01/01/2021;36,22707;1,82;32,264
02/01/2021;36,36458;1,6;32,006
03/01/2021;36,4392;4,49;25,53
04/01/2021;36,65483;4,6;41,637
05/01/2021;36,77229;4,6;32,903
06/01/2021;36,79122;4,6;21,97
07/01/2021;36,95826;4,6;40,038
08/01/2021;37,09176;4,6;36,234
09/01/2021;37,28669;4,6;41,485
10/01/2021;37,47857;4,6;39,813
11/01/2021;38,15003;4,6;93,758
12/01/2021;38,61807;2,92;71,298
13/01/2021;38,93246;1,68;51,934
14/01/2021;39,518;1,6;82,901
15/01/2021;40,08849;1,6;77,6
16/01/2021;40,87625;1,6;104,738
17/01/2021;41,31472;1,6;66,34
18/01/2021;41,61047;1,6;49,198
19/01/2021;41,79617;1,6;38,06
20/01/2021;41,96388;1,6;35,376
21/01/2021;42,07115;1,6;29,292
22/01/2021;42,13627;1,6;23,42
23/01/2021;42,17827;4,48;24,249
24/01/2021;42,23534;7,01;27,386
25/01/2021;42,35269;7,1;33,583
26/01/2021;42,41226;7,1;27,482
27/01/2021;42,51892;5,76;31,958
28/01/2021;42,54533;5,6;23,925
29/01/2021;42,59447;3,86;23,737
30/01/2021;42,60941;3,6;18,224
31/01/2021;42,58615;3,6;16,568
01/02/2021;42,65376;5,53;28,275
02/02/2021;42,75383;8,0;34,995
03/02/2021;42,85535;8,1;39,593
04/02/2021;42,931;8,1;31,63
05/02/2021;43,06112;8,1;38,284
06/02/2021;44,06895;6,13;135,332
07/02/2021;44,56998;4,6;73,107
08/02/2021;44,80045;4,6;43,659
09/02/2021;44,81211;4,6;18,704
10/02/2021;44,84974;4,6;22,973
11/02/2021;45,15753;4,6;53,439
12/02/2021;45,40109;3,6;44,831
13/02/2021;45,92434;3,1;75,007
14/02/2021;46,45147;3,1;74,676
15/02/2021;46,71309;3,1;46,287
16/02/2021;46,92816;3,1;39,567
17/02/2021;47,11715;3,1;38,461
18/02/2021;47,32141;2,55;38,25
19/02/2021;47,56389;2,7;40,781
20/02/2021;47,66873;4,85;30,837
21/02/2021;47,7393;5,55;27,424
22/02/2021;47,84853;8,1;32,276
23/02/2021;47,87137;8,93;24,405
24/02/2021;47,846;9,6;17,296
25/02/2021;47,85762;9,6;23,235
26/02/2021;47,98297;9,6;34,853
27/02/2021;48,21929;7,92;46,677
28/02/2021;48,31486;7,6;29,518
01/03/2021;48,48831;7,6;38,904
02/03/2021;48,58366;5,51;30,971
03/03/2021;48,57676;5,1;19,024
04/03/2021;48,60385;5,1;23,939
05/03/2021;48,65407;5,1;22,902
06/03/2021;48,86837;5,1;43,354
07/03/2021;49,32114;5,1;67,169
08/03/2021;49,98787;2,14;87,145
09/03/2021;50,49993;1,6;71,023
10/03/2021;50,77308;1,6;42,166
11/03/2021;50,88299;1,6;27,032
12/03/2021;51,10329;1,6;39,601
13/03/2021;51,20937;1,6;26,639
14/03/2021;51,31533;1,6;26,983
15/03/2021;51,49269;6,07;39,186
16/03/2021;51,60305;5,6;31,583
17/03/2021;51,67236;5,6;26,914
18/03/2021;51,93611;5,6;49,116
19/03/2021;52,15255;2,95;41,732
20/03/2021;52,32927;2,6;32,452
21/03/2021;52,45999;2,6;30,945
22/03/2021;52,52183;2,6;23,093
23/03/2021;52,56557;2,6;20,809
24/03/2021;52,56732;3,66;16,053
25/03/2021;52,55919;5,6;17,174
26/03/2021;52,62699;6,2;27,825
27/03/2021;52,60749;9,1;21,59
28/03/2021;52,56285;9,1;18,088
29/03/2021;52,73873;9,1;42,557
30/03/2021;52,77511;9,1;27,055
31/03/2021;52,8288;9,1;28,127
01/04/2021;52,81874;9,1;20,656
02/04/2021;52,74771;9,14;14,673
03/04/2021;52,7367;9,6;19,623
04/04/2021;52,6723;9,6;12,575
05/04/2021;52,5952;9,6;11,478
06/04/2021;52,54979;9,6;16,197
07/04/2021;52,51507;9,6;18,655
08/04/2021;52,49899;9,6;18,314
09/04/2021;52,39276;9,6;11,052
10/04/2021;52,34064;9,6;17,23
11/04/2021;52,24345;9,6;11,502
12/04/2021;52,14593;9,6;12,657
13/04/2021;52,08194;9,76;15,683
14/04/2021;51,99644;11,6;14,399
15/04/2021;51,8786;11,6;7,659
16/04/2021;51,7605;11,6;10,991
17/04/2021;51,65255;11,6;12,45
18/04/2021;51,54937;11,6;13,835
19/04/2021;51,65214;10,99;32,724
20/04/2021;51,6721;10,6;23,636
21/04/2021;51,57875;10,6;14,109
22/04/2021;51,53437;10,6;15,127
23/04/2021;51,43317;10,6;12,535
24/04/2021;51,33414;10,6;9,786
25/04/2021;51,2421;10,6;14,042
26/04/2021;51,17088;10,6;14,436
27/04/2021;51,05812;10,6;10,642
28/04/2021;51,02974;10,6;18,901
29/04/2021;50,94193;10,6;14,435
30/04/2021;50,81311;10,6;8,904
01/05/2021;50,73212;10,6;15,03
02/05/2021;50,60824;10,6;9,999
03/05/2021;50,507;10,73;12,258
04/05/2021;50,32834;12,1;5,342
05/05/2021;50,18024;12,1;8,708
06/05/2021;50,08438;11,69;15,156
07/05/2021;49,91461;11,6;5,694
08/05/2021;49,78071;11,6;9,297
09/05/2021;49,64055;11,6;9,649
10/05/2021;49,51487;11,6;9,033
11/05/2021;49,36665;11,6;6,658
12/05/2021;49,25474;11,6;12,833
13/05/2021;49,30907;11,6;31,328
14/05/2021;49,26158;7,51;13,725
15/05/2021;49,21954;7,1;13,851
16/05/2021;49,1076;7,1;6,743
17/05/2021;49,00081;7,1;9,074
18/05/2021;48,98352;7,1;15,222
19/05/2021;48,9113;7,1;11,425
20/05/2021;48,83096;7,73;12,917
21/05/2021;48,74063;9,1;10,306
22/05/2021;48,61752;9,27;9,024
23/05/2021;48,54389;11,1;16,597
24/05/2021;48,4325;11,1;8,586
25/05/2021;48,36498;11,1;13,389
26/05/2021;48,27728;11,1;14,582
27/05/2021;48,14359;11,1;9,74
28/05/2021;47,99539;11,1;7,842
29/05/2021;47,85054;11,1;8,267
30/05/2021;47,73677;11,1;12,291
31/05/2021;47,6868;11,1;18,601
01/06/2021;47,59859;11,1;13,548
02/06/2021;47,49245;10,39;10,768
03/06/2021;47,37086;10,1;10,527
04/06/2021;47,24006;10,1;9,268
05/06/2021;47,11641;9,71;9,924
06/06/2021;46,98845;10,1;9,616
07/06/2021;46,84436;10,1;8,686
08/06/2021;46,72996;10,1;10,487
09/06/2021;46,69957;10,1;20,27
10/06/2021;46,60514;10,1;11,083
11/06/2021;46,71411;10,1;36,071
12/06/2021;46,68141;10,1;19,956
13/06/2021;46,58702;10,1;10,759
14/06/2021;46,46494;10,1;9,687
15/06/2021;46,36971;10,1;10,683
16/06/2021;46,24959;10,1;9,212
17/06/2021;46,15498;10,1;13,201
18/06/2021;46,02014;10,14;5,233
19/06/2021;45,88521;10,6;9,44
20/06/2021;45,82747;10,6;15,519
21/06/2021;45,67815;10,6;6,23
22/06/2021;45,64385;10,43;19,692
23/06/2021;45,6674;9,65;25,847
24/06/2021;45,56266;9,35;7,684
25/06/2021;45,49385;9,35;15,796
26/06/2021;45,36702;9,35;8,511
27/06/2021;45,27393;9,35;13,001
28/06/2021;45,17475;9,35;8,513
29/06/2021;45,04138;9,35;7,777
30/06/2021;44,97763;9,41;14,658
01/07/2021;44,86967;10,1;7,711
02/07/2021;44,742;10,1;5,743
03/07/2021;44,61384;10,16;5,115
04/07/2021;44,50374;10,85;8,246
05/07/2021;44,37827;10,85;10,135
06/07/2021;44,24818;10,85;6,784
07/07/2021;44,1524;10,85;12,019
08/07/2021;44,06016;10,85;10,128
09/07/2021;43,89778;10,85;6,149
10/07/2021;43,77492;10,85;9,832
11/07/2021;43,64498;10,85;10,238
12/07/2021;43,54116;10,85;9,63
13/07/2021;43,39049;10,85;4,24
14/07/2021;43,22976;10,85;6,647
15/07/2021;43,15331;10,85;12,589
16/07/2021;43,0144;10,87;8,703
17/07/2021;42,8816;11,1;6,967
18/07/2021;42,75873;11,1;11,084
19/07/2021;42,65495;11,1;8,64
20/07/2021;42,50491;11,1;7,507
21/07/2021;42,39652;11,1;10,155
22/07/2021;42,2764;11,1;7,119
23/07/2021;42,14417;11,1;8,634
24/07/2021;42,01427;11,1;6,991
25/07/2021;41,85236;11,1;6,508
26/07/2021;41,7386;11,1;7,732
27/07/2021;41,61951;11,1;7,659
28/07/2021;41,55954;11,1;17,114
29/07/2021;41,69334;10,44;36,3
30/07/2021;41,63619;9,68;13,461
31/07/2021;41,53949;9,6;10,107
01/08/2021;41,41687;9,6;9,648
02/08/2021;41,28088;9,6;9,036
03/08/2021;41,13585;9,64;9,832
04/08/2021;40,99476;10,39;10,282
05/08/2021;40,81961;9,97;6,379
06/08/2021;40,67215;10,1;8,915
07/08/2021;40,52514;10,1;9,75
08/08/2021;40,39488;10,1;11,455
09/08/2021;40,24963;10,1;9,126
10/08/2021;40,08563;10,1;8,574
11/08/2021;39,94949;10,1;9,832
12/08/2021;39,8294;10,25;9,97
13/08/2021;39,70164;10,85;9,722
14/08/2021;39,58339;10,85;8,911
15/08/2021;39,478;10,85;10,159
16/08/2021;39,34988;10,85;9,489
17/08/2021;39,17813;10,85;5,314
18/08/2021;39,00182;10,85;5,304
19/08/2021;38,8377;10,85;7,949
20/08/2021;38,69699;10,85;10,475
21/08/2021;38,51182;10,87;5,313
22/08/2021;38,3459;11,1;7,036
23/08/2021;38,2119;11,1;8,964
24/08/2021;38,05384;11,1;7,759
25/08/2021;37,86278;11,1;5,348
26/08/2021;37,65275;11,1;3,559
27/08/2021;37,50657;11,6;9,645
28/08/2021;37,37221;11,6;9,38
29/08/2021;37,4069;11,6;29,168
30/08/2021;37,25411;11,6;5,532
31/08/2021;37,11583;11,0;8,501
01/09/2021;36,9701;10,85;9,659
02/09/2021;36,79747;10,85;6,041
03/09/2021;36,57039;10,85;6,144
04/09/2021;36,33859;10,85;7,295
05/09/2021;36,12231;10,85;8,33
06/09/2021;35,89502;10,85;6,249
07/09/2021;35,68034;10,91;8,697
08/09/2021;35,46994;11,6;9,793
09/09/2021;35,2438;11,6;9,597
10/09/2021;35,0702;11,6;15,157
11/09/2021;34,88346;12,1;13,717
12/09/2021;34,68032;12,6;12,172
13/09/2021;34,42849;12,1;6,004
14/09/2021;34,14763;11,62;3,153
15/09/2021;33,91406;11,42;8,441
16/09/2021;33,72017;11,35;11,046
17/09/2021;33,52008;11,35;10,071
18/09/2021;33,27163;11,12;5,794
19/09/2021;33,06068;11,14;9,949
20/09/2021;32,84589;11,6;7,775
21/09/2021;32,61608;11,6;7,7
22/09/2021;32,37494;11,64;5,353
23/09/2021;32,17622;12,1;10,301
24/09/2021;31,93384;12,16;6,271
25/09/2021;31,65779;12,85;4,568
26/09/2021;31,41826;12,85;7,64
27/09/2021;31,1899;12,85;7,547
28/09/2021;30,93373;12,85;5,382
29/09/2021;30,6504;12,85;3,212
30/09/2021;30,38166;12,85;4,494
01/10/2021;30,10781;12,85;3,927
02/10/2021;29,876;12,85;7,091
03/10/2021;29,66491;12,85;9,203
04/10/2021;29,64413;11,16;30,303
05/10/2021;29,51943;9,85;18,086
06/10/2021;29,34473;8,49;11,582
07/10/2021;29,1933;7,85;14,496
08/10/2021;29,04613;7,85;12,218
09/10/2021;28,88832;7,85;12,33
10/10/2021;28,77688;8,07;15,522
11/10/2021;28,68933;10,6;19,3
12/10/2021;28,64603;10,6;26,774
13/10/2021;28,55685;10,6;22,067
14/10/2021;28,37473;10,38;10,955
15/10/2021;28,20276;10,35;13,734
16/10/2021;28,2155;10,35;31,754
17/10/2021;28,17708;8,25;19,714
18/10/2021;28,11941;8,1;15,24
19/10/2021;28,26145;7,2;38,38
20/10/2021;28,24473;6,22;26,348
21/10/2021;28,23201;6,1;27,455
22/10/2021;28,1453;6,1;21,156
23/10/2021;28,00386;6,16;15,736
24/10/2021;27,99215;9,59;33,289
25/10/2021;27,98041;9,6;30,33
26/10/2021;27,86751;8,55;20,945
27/10/2021;27,83773;8,1;30,177
28/10/2021;27,80641;6,41;27,452
29/10/2021;27,97673;4,81;48,117
30/10/2021;28,02372;4,6;36,646
31/10/2021;28,08732;4,6;29,722
01/11/2021;28,2443;4,6;38,063
02/11/2021;28,44777;4,6;42,68
03/11/2021;28,50689;4,6;27,565
04/11/2021;28,48368;4,77;20,719
05/11/2021;28,40744;6,73;16,937
06/11/2021;28,29804;9,34;15,321
07/11/2021;28,16931;10,6;12,504
08/11/2021;28,02047;10,85;10,176
09/11/2021;27,84286;12,13;7,648
10/11/2021;27,65732;12,18;8,024
11/11/2021;27,46427;13,1;9,259
12/11/2021;27,31451;13,1;13,728
13/11/2021;27,14242;13,1;11,434
14/11/2021;26,93646;13,1;6,513
15/11/2021;26,74924;13,1;8,459
16/11/2021;26,57225;12,32;9,825
17/11/2021;26,38639;12,1;10,336
18/11/2021;26,17674;12,01;5,892
19/11/2021;26,25626;11,47;38,559
20/11/2021;26,58646;7,76;62,116
21/11/2021;26,66469;6,1;32,617
22/11/2021;26,68827;6,1;25,831
23/11/2021;26,65302;6,48;19,594
24/11/2021;26,51496;10,6;14,5
25/11/2021;26,38355;10,64;13,097
26/11/2021;26,23502;11,6;12,475
27/11/2021;26,13696;11,6;18,443
28/11/2021;25,99297;11,6;14,25
29/11/2021;25,84835;11,6;10,753
30/11/2021;25,99617;11,6;46,354
01/12/2021;25,95659;11,6;24,11
02/12/2021;25,87019;11,6;18,564
03/12/2021;25,7985;10,07;17,873
04/12/2021;25,64277;9,93;13,317
05/12/2021;25,44562;9,85;4,69
06/12/2021;25,28408;9,85;8,203
07/12/2021;25,19488;9,85;17,897
08/12/2021;25,10044;9,98;14,145
09/12/2021;25,02825;11,35;16,667
10/12/2021;24,87982;11,35;7,157
11/12/2021;24,73826;11,39;9,398
12/12/2021;24,58615;11,85;11,685
13/12/2021;24,45633;11,85;11,257
14/12/2021;24,40732;11,85;20,303
15/12/2021;24,39911;11,85;25,154
16/12/2021;24,33814;11,85;19,112
17/12/2021;24,74166;7,81;68,397
18/12/2021;25,17455;3,09;62,933
19/12/2021;25,30663;2,35;31,15
20/12/2021;25,43333;2,35;31,251
21/12/2021;25,46727;2,56;18,985
22/12/2021;25,40942;8,28;16,347
23/12/2021;25,32404;8,53;13,568
24/12/2021;25,23224;10,6;14,044
25/12/2021;25,13355;10,6;14,533
26/12/2021;25,01634;10,6;10,329
27/12/2021;24,87553;10,7;11,767
28/12/2021;24,82367;11,85;28,676
29/12/2021;24,83779;9,15;29,798
30/12/2021;24,84;6,44;25,564
31/12/2021;24,89897;5,6;31,623
01/01/2022;25,04658;3,79;38,531
02/01/2022;25,27445;2,07;42,503
03/01/2022;25,43698;1,6;35,386
04/01/2022;25,51451;1,6;29,042
05/01/2022;25,66071;1,6;37,767
06/01/2022;26,07204;1,6;66,477
07/01/2022;26,74181;1,6;96,273
08/01/2022;27,13057;1,6;66,202
09/01/2022;27,46407;1,6;57,09
10/01/2022;27,80149;1,6;60,416
11/01/2022;28,06705;1,6;50,012
12/01/2022;28,40306;1,6;59,977
13/01/2022;28,81241;1,6;69,081
14/01/2022;29,18419;6,5;69,057
15/01/2022;29,48877;6,6;60,018
16/01/2022;29,57054;6,6;37,912
17/01/2022;29,73332;6,6;42,252
18/01/2022;29,89646;6,6;42,019
19/01/2022;29,97975;5,21;36,239
20/01/2022;30,05842;2,6;29,531
21/01/2022;30,19339;2,6;36,199
22/01/2022;30,23084;3,02;24,328
23/01/2022;30,16432;7,6;22,309
24/01/2022;30,15345;7,6;22,801
25/01/2022;30,18284;7,6;29,159
26/01/2022;30,32822;7,6;42,318
27/01/2022;30,40619;7,6;38,817
28/01/2022;30,66782;7,6;55,426
29/01/2022;31,15766;7,6;84,139
30/01/2022;32,2804;4,39;148,41
31/01/2022;33,56746;1,99;168,701
01/02/2022;34,5055;1,6;138,453
02/02/2022;35,19776;1,6;109,169
03/02/2022;36,11978;1,6;135,72
04/02/2022;36,89666;1,6;114,692
05/02/2022;37,57742;1,6;95,152
06/02/2022;38,28158;1,6;103,301
07/02/2022;39,33445;1,6;137,75
08/02/2022;40,42102;1,6;143,358
09/02/2022;41,01996;1,6;87,0
10/02/2022;41,48523;1,6;73,775
11/02/2022;41,79949;1,6;58,545
12/02/2022;42,03271;1,68;47,433
13/02/2022;42,17919;4,52;40,498
14/02/2022;42,37133;4,6;45,079
15/02/2022;42,53468;6,01;45,442
16/02/2022;42,56134;8,6;33,197
17/02/2022;42,63517;8,6;35,696
18/02/2022;42,71955;8,6;37,688
19/02/2022;42,77929;8,6;34,69
20/02/2022;42,87069;8,6;37,387
21/02/2022;42,91904;8,6;35,423
22/02/2022;42,9256;8,6;27,381
23/02/2022;42,81727;8,6;17,475
24/02/2022;42,80981;8,6;28,759
25/02/2022;42,83116;8,05;31,642
26/02/2022;42,90004;7,6;35,94
27/02/2022;42,96849;7,6;36,739
28/02/2022;42,97114;7,68;26,928
01/03/2022;43,00141;8,6;30,535
02/03/2022;43,05364;8,6;36,118
03/03/2022;43,03515;8,6;24,439
04/03/2022;42,95439;8,6;21,959
05/03/2022;43,12479;8,6;49,176
06/03/2022;43,08621;8,6;25,695
07/03/2022;43,08653;8,6;28,808
08/03/2022;43,06311;8,6;27,726
09/03/2022;43,04873;8,6;26,158
10/03/2022;43,02582;6,34;26,602
11/03/2022;43,04718;6,1;29,901
12/03/2022;43,09015;5,16;29,912
13/03/2022;43,36634;4,6;55,064
14/03/2022;43,64319;4,6;57,341
15/03/2022;44,03568;3,36;65,83
16/03/2022;44,3962;2,6;63,068
17/03/2022;44,77879;1,95;63,638
18/03/2022;44,91116;1,6;38,588
19/03/2022;45,03543;1,6;35,893
20/03/2022;45,13395;1,6;34,384
21/03/2022;45,2828;1,6;37,318
22/03/2022;45,30323;2,09;23,456
23/03/2022;45,28379;7,6;25,134
24/03/2022;45,25758;7,6;26,016
25/03/2022;45,20556;7,6;21,294
26/03/2022;45,16748;7,6;25,105
27/03/2022;45,37824;7,6;51,828
28/03/2022;45,35493;7,6;25,832
29/03/2022;45,30274;7,6;20,629
30/03/2022;45,30125;7,6;28,204
31/03/2022;45,25431;7,6;23,165
01/04/2022;45,25903;7,6;29,448
02/04/2022;45,27683;7,6;28,676
03/04/2022;45,25372;7,6;23,557
04/04/2022;45,30341;7,6;34,826
05/04/2022;45,26728;7,6;23,564
06/04/2022;45,28134;7,6;30,204
07/04/2022;45,32158;7,68;30,747
08/04/2022;45,28059;8,6;24,018
09/04/2022;45,34713;8,6;34,457
10/04/2022;45,35095;8,6;30,65
11/04/2022;45,29966;8,6;21,721
12/04/2022;45,22809;8,6;21,419
13/04/2022;45,18157;8,6;24,66
14/04/2022;45,14673;8,6;22,69
15/04/2022;45,03647;8,68;17,159
16/04/2022;44,95684;9,6;22,545
17/04/2022;44,87332;9,6;17,84
18/04/2022;44,79232;9,65;20,036
19/04/2022;44,75113;10,6;16,413
20/04/2022;44,6778;10,6;16,39
21/04/2022;44,6188;10,6;18,482
22/04/2022;44,55414;10,6;17,319
23/04/2022;44,49965;10,6;18,575
24/04/2022;44,42825;10,6;15,847
25/04/2022;44,3577;10,6;17,207
26/04/2022;44,28472;10,6;17,377
27/04/2022;44,21979;10,6;18,895
28/04/2022;44,1454;10,72;16,202
29/04/2022;44,05752;12,1;16,282
30/04/2022;44,02897;12,1;22,065
01/05/2022;43,96056;12,1;18,103
02/05/2022;43,91229;12,1;18,283
03/05/2022;43,83323;12,1;19,276
04/05/2022;43,76604;11,9;18,098
05/05/2022;43,80576;12,1;30,089
06/05/2022;43,8174;12,1;26,36
07/05/2022;43,78194;12,1;21,095
08/05/2022;43,71877;12,1;18,936
09/05/2022;43,63065;12,1;13,937
10/05/2022;43,51592;12,1;11,753
11/05/2022;43,38285;12,1;10,644
12/05/2022;43,33064;12,1;20,209
13/05/2022;43,25982;12,1;17,629
14/05/2022;43,18208;12,1;17,162
15/05/2022;43,10475;12,1;16,918
16/05/2022;43,092;12,1;24,54
17/05/2022;42,99527;12,1;13,511
18/05/2022;42,85707;12,1;10,13
19/05/2022;42,75983;12,1;12,58
20/05/2022;42,62725;12,1;11,077
21/05/2022;42,50359;12,1;11,277
22/05/2022;42,41958;12,1;18,316
23/05/2022;42,31395;12,1;14,6
24/05/2022;42,18812;12,1;13,762
25/05/2022;42,0604;12,1;13,354
26/05/2022;41,92909;12,1;13,31
27/05/2022;41,81731;12,1;15,022
28/05/2022;41,72446;12,1;16,7
29/05/2022;41,62711;12,1;14,362
30/05/2022;41,49771;12,1;10,426
31/05/2022;41,61218;12,1;38,343
01/06/2022;41,66213;11,1;30,575
02/06/2022;41,7293;8,86;28,647
03/06/2022;41,68862;7,427;16,435
04/06/2022;41,6669;7,1;18,077
05/06/2022;41,60482;7,1;12,739
06/06/2022;41,56584;7,1;16,367
07/06/2022;41,50675;7,35;12,352
08/06/2022;41,48932;10,1;21,099
09/06/2022;41,40075;10,1;13,765
10/06/2022;41,44604;10,1;26,407
11/06/2022;41,44576;10,1;22,222
12/06/2022;41,37551;10,1;15,918
13/06/2022;41,30043;10,1;12,934
14/06/2022;41,20283;10,1;11,679
15/06/2022;41,12885;9,713;14,696
16/06/2022;41,02105;9,6;10,35
17/06/2022;40,94112;9,6;14,28
18/06/2022;40,83351;9,6;10,257
19/06/2022;40,80383;9,6;19,256
20/06/2022;40,7372;9,6;14,059
21/06/2022;40,67823;9,6;15,944
22/06/2022;40,60767;9,68;15,197
23/06/2022;40,514;10,6;14,466
24/06/2022;40,37632;10,704;10,483
25/06/2022;40,25762;10,75;12,493
26/06/2022;40,15855;11,6;13,23
27/06/2022;40,05388;11,6;10,96
28/06/2022;39,95397;11,6;13,001
29/06/2022;39,84664;11,35;12,701
30/06/2022;39,74891;11,6;14,263
01/07/2022;39,62655;11,6;12,51
02/07/2022;39,50892;11,6;11,914
03/07/2022;39,39891;11,6;13,372
04/07/2022;39,31466;11,6;15,22
05/07/2022;39,18358;11,6;11,432
06/07/2022;39,07866;11,62;13,58
07/07/2022;38,95827;11,85;11,641
08/07/2022;38,84867;11,85;12,147
09/07/2022;38,726;11,85;10,49
10/07/2022;38,61141;11,85;9,206
11/07/2022;38,49587;11,85;8,007
12/07/2022;38,38608;11,85;10,765
13/07/2022;38,26751;11,85;9,709
14/07/2022;38,16317;11,85;9,921
15/07/2022;38,03214;11,85;8,53
16/07/2022;37,90871;11,85;9,75
17/07/2022;37,78283;11,85;7,987
18/07/2022;37,68874;11,85;11,372
19/07/2022;37,58881;11,85;11,44
20/07/2022;37,48287;11,85;11,707
21/07/2022;37,38564;11,85;12,175
22/07/2022;37,27922;11,85;11,673
23/07/2022;37,16082;11,85;10,815
24/07/2022;37,04226;11,85;8,939
25/07/2022;36,93228;11,85;8,845
26/07/2022;36,79574;11,89;7,957
