Data;Chuva (mm);Volume Útil Armazenado (%);Volume Útil Armazenado (hm³);Volume Total Armazenado (hm³);Vazão Captada (m³/s);Vazão Produzida (m³/s);Vazão Jusante (m³/s);Vazão Natural (m³/s);Vazão Afluente (m³/s);Variação do Volume Útil (%);Chuva Acumulada no Mês (mm);Chuva Média Historica (mm);Vazão Jusante no mês (m³/s);Vazão Jusante Média Histórica (m³/s);Vazão Natural no Mês (m³/s);Vazão Natural Media Historica (m³/s);Vazão Produzida no Mês (m³/s);Vazão Retirada no Mês (m³/s)
20/01/2007;0,0;45,83195;451,11043;962,5191;30,7926;30,7623;2,52;82,102;82,102;0,42033;239,65;257,23021;2,633;17,12866;81,171;;31,20034;31,23271
21/01/2007;10,1;46,34537;456,16395;967,57262;28,491;28,4593;2,52;91,089;91,089;0,51343;249,75;257,23021;2,62762;17,12866;81,643;;31,06981;31,10215
22/01/2007;25,7;46,90396;461,66195;973,07061;31,3088;31,2805;2,52;94,213;94,213;0,55859;275,45;257,23021;2,62273;17,12866;82,215;;31,07939;31,11154
23/01/2007;0,25;47,1316;463,9025;975,31117;31,2979;31,2693;2,51;60,067;60,067;0,22764;275,7;257,23021;2,61783;17,12866;81,252;;31,08764;31,11964
24/01/2007;4,25;47,38515;466,39815;977,80682;31,91;31,8634;2,51;62,757;62,757;0,25355;279,95;257,23021;2,61333;17,12866;80,481;;31,11997;31,15258
25/01/2007;2,275;47,48237;467,35507;978,76374;31,7462;31,7177;2,51;47,061;47,061;0,09722;282,225;257,23021;2,6092;17,12866;79,144;;31,14388;31,17632
26/01/2007;8,65;47,7244;469,73731;981,14598;33,0294;32,9975;2,5;61,57;61,57;0,24203;290,875;257,23021;2,605;17,12866;78,468;;31,21517;31,24759
27/01/2007;11,3;48,07637;473,20166;984,61033;31,9294;31,8948;2,51;75,315;75,315;0,35197;302,175;257,23021;2,60148;17,12866;78,351;;31,24034;31,27284
28/01/2007;2,625;48,33017;475,6997;987,10837;30,1101;30,0822;2,51;62,997;62,997;0,2538;304,8;257,23021;2,59821;17,12866;77,803;;31,19898;31,23132
29/01/2007;19,075;48,73179;479,65277;991,06144;32,404;32,3764;2,5;77,554;77,554;0,40162;323,875;257,23021;2,59483;17,12866;77,794;;31,23958;31,27176
30/01/2007;8,05;49,00926;482,38381;993,79248;32,4608;32,4335;2,5;65,608;65,608;0,27747;331,925;257,23021;2,59167;17,12866;77,388;;31,27938;31,31139
31/01/2007;3,1;49,30417;485,28655;996,69522;32,2778;32,2503;2,49;67,83;67,83;0,29491;335,025;257,23021;2,58839;17,12866;77,08;;31,3107;31,34256
01/02/2007;0,0;49,4547;486,76812;998,17679;32,8282;32,8048;2,49;51,363;51,363;0,15053;0,0;215,01458;2,49;17,70137;51,363;75,11;32,8048;32,8282
02/02/2007;0,0;49,67119;488,89899;1000,30766;33,4665;33,4455;2,49;59,947;59,947;0,21649;0,0;215,01458;2,49;17,70137;55,655;75,11;33,12515;33,14735
03/02/2007;0,0;49,68403;489,02532;1000,43399;32,5609;32,5373;2,49;36,858;36,858;0,01284;0,0;215,01458;2,49;17,70137;49,389;75,11;32,9292;32,95187
04/02/2007;0,0;49,66423;488,83046;1000,23913;31,3658;31,3383;2,49;32,067;32,067;-0,0198;0,0;215,01458;2,49;17,70137;45,059;75,11;32,53148;32,55535
05/02/2007;0,0;49,67885;488,97439;1000,38305;32,9736;32,9467;2,49;34,699;34,699;0,01462;0,0;215,01458;2,49;17,70137;42,987;75,11;32,61452;32,639
06/02/2007;9,175;49,66911;488,87855;1000,28722;32,7056;32,6846;2,49;33,743;33,743;-0,00974;9,175;215,01458;2,49;17,70137;41,446;75,11;32,6262;32,6501
07/02/2007;11,675;49,7759;489,92959;1001,33826;33,6448;33,6183;2,49;44,562;44,562;0,10678;20,85;215,01458;2,49;17,70137;41,891;75,11;32,76793;32,7922
08/02/2007;10,7;49,89936;491,14482;1002,55349;32,3363;32,3101;2,49;46,897;46,897;0,12347;31,55;215,01458;2,49;17,70137;42,517;75,11;32,7107;32,73521
09/02/2007;31,975;50,27164;494,80905;1006,21772;32,6975;32,6709;2,49;73,895;73,895;0,37228;63,525;215,01458;2,49;17,70137;46,003;75,11;32,70628;32,73102
10/02/2007;1,7;50,51931;497,24674;1008,65541;31,8683;31,8417;2,49;62,47;62,47;0,24766;65,225;215,01458;2,49;17,70137;47,65;75,11;32,61982;32,64475
11/02/2007;0,0;50,5844;497,88742;1009,29609;30,632;30,6065;2,5;40,753;40,753;0,06509;65,225;215,01458;2,49091;17,70137;47,023;75,11;32,43679;32,46177
12/02/2007;16,025;50,75024;499,51977;1010,92844;32,1149;32,0859;2,5;50,636;50,636;0,16584;81,25;215,01458;2,49167;17,70137;47,324;75,11;32,40755;32,43287
13/02/2007;0,0;50,91959;501,18659;1012,59526;32,9978;32,9732;2,5;53,338;53,338;0,16935;81,25;215,01458;2,49231;17,70137;47,787;75,11;32,45106;32,47632
14/02/2007;0,0;50,88631;500,85906;1012,26773;32,6801;32,6566;2,5;30,553;30,553;-0,03328;81,25;215,01458;2,49286;17,70137;46,556;75,11;32,46574;32,49088
15/02/2007;0,0;50,83671;500,37087;1011,77954;34,488;32,4637;3,0;29,055;29,055;-0,0496;81,25;215,01458;2,52667;17,70137;45,389;75,11;32,46561;32,62402
16/02/2007;0,5;50,81048;500,11271;1011,52138;33,3324;33,3133;3,0;32,01;32,01;-0,02623;81,75;215,01458;2,55625;17,70137;44,553;75,11;32,51859;32,66829
17/02/2007;1,45;50,91193;501,11126;1012,51993;32,0469;32,0254;3,0;47,594;47,594;0,10145;83,2;215,01458;2,58235;17,70137;44,732;75,11;32,48958;32,63174
18/02/2007;0,0;50,90667;501,05941;1012,46808;28,5909;28,5695;3,0;33,019;33,019;-0,00527;83,2;215,01458;2,60556;17,70137;44,081;75,11;32,27179;32,40725
19/02/2007;0,3;50,92122;501,20263;1012,61129;29,7857;29,765;3,0;32,145;32,145;0,01455;83,5;215,01458;2,62632;17,70137;43,453;75,11;32,13986;32,26927
20/02/2007;0,0;50,97384;501,7206;1013,12926;29,8963;29,8753;3,0;38,169;38,169;0,05262;83,5;215,01458;2,645;17,70137;43,189;75,11;32,02663;32,15063
21/02/2007;6,8;51,08579;502,82244;1014,23111;32,2793;32,258;3,0;46,175;46,175;0,11195;90,3;215,01458;2,6619;17,70137;43,331;75,11;32,03765;32,15675
22/02/2007;0,0;51,02047;502,17955;1013,58822;33,8345;33,8133;3,0;29,084;29,084;-0,06532;90,3;215,01458;2,67727;17,70137;42,683;75,11;32,11836;32,23301
23/02/2007;0,125;50,95162;501,50184;1012,91051;33,6646;33,6449;3,0;29,199;29,199;-0,06885;90,425;215,01458;2,6913;17,70137;42,097;75,11;32,18473;32,29526
24/02/2007;0,0;50,83188;500,32335;1011,73202;34,4526;34,4321;4,0;23,917;23,917;-0,11973;90,425;215,01458;2,74583;17,70137;41,34;75,11;32,27837;32,38515
25/02/2007;0,0;50,73445;499,36429;1010,77296;30,3125;30,2933;4,0;24,909;24,909;-0,09744;90,425;215,01458;2,796;17,70137;40,682;75,11;32,19897;32,30224
26/02/2007;2,675;50,60718;498,11167;1009,52034;32,5357;32,5147;4,0;20,582;20,582;-0,12726;93,1;215,01458;2,84231;17,70137;39,909;75,11;32,21111;32,31122
27/02/2007;11,9;50,79017;499,91282;1011,32149;32,1983;32,1775;4,0;57,152;57,152;0,18299;105,0;215,01458;2,88519;17,70137;40,548;75,11;32,20987;32,30704
28/02/2007;2,05;50,76677;499,68241;1011,09108;32,0898;32,069;4,0;32,29;32,29;-0,02341;107,05;215,01458;2,925;17,70137;40,253;75,11;32,20484;32,29928
01/03/2007;0,0;50,72745;499,2954;1010,70407;33,0281;33,0062;4,0;31,658;31,658;-0,03932;0,0;191,665;4,0;15,79063;31,658;67,86;33,0062;33,0281
02/03/2007;1,475;50,62488;498,28587;1009,69454;33,8949;33,8788;4,0;25,354;25,354;-0,10257;1,475;191,665;4,0;15,79063;28,506;67,86;33,4425;33,4615
03/03/2007;0,0;50,50381;497,09419;1008,50286;33,1008;33,0797;4,0;23,418;23,418;-0,12107;1,475;191,665;4,0;15,79063;26,81;67,86;33,32157;33,34127
04/03/2007;0,0;50,35342;495,61398;1007,02265;32,3151;32,2987;4,0;19,419;19,419;-0,15039;1,475;191,665;4,0;15,79063;24,962;67,86;33,06585;33,08473
05/03/2007;0,0;50,29909;495,07922;1006,48789;33,0048;32,9842;4,0;29,011;29,011;-0,05433;1,475;191,665;4,0;15,79063;25,772;67,86;33,04952;33,06874
06/03/2007;0,0;50,17523;493,86014;1005,26881;34,2067;34,1871;4,0;23,309;23,309;-0,12386;1,475;191,665;4,0;15,79063;25,362;67,86;33,23912;33,2584
07/03/2007;1,7;50,06263;492,75182;1004,16049;33,2788;33,2557;4,0;24,285;24,285;-0,1126;3,175;191,665;4,0;15,79063;25,208;67,86;33,24149;33,26131
08/03/2007;1,175;49,92714;491,41819;1002,82686;33,4219;33,3385;4,0;21,433;21,433;-0,13549;4,35;191,665;4,0;15,79063;24,736;67,86;33,25361;33,28139
09/03/2007;3,625;49,81825;490,34646;1001,75513;34,2001;34,1733;4,0;24,708;24,708;-0,10889;7,975;191,665;4,0;15,79063;24,733;67,86;33,3558;33,38347
10/03/2007;4,6;49,67097;488,89678;1000,30545;32,896;32,8688;4,0;21,063;21,063;-0,14728;12,575;191,665;4,0;15,79063;24,366;67,86;33,3071;33,33472
11/03/2007;0,7;49,53067;487,51589;998,92455;30,2501;30,2228;4,0;20,381;20,381;-0,1403;13,275;191,665;4,0;15,79063;24,004;67,86;33,02671;33,0543
12/03/2007;3,8;49,55287;487,73436;999,14303;33,8572;33,8298;4,0;35,959;35,959;0,0222;17,075;191,665;4,0;15,79063;25,0;67,86;33,09363;33,12121
13/03/2007;4,975;49,56746;487,87804;999,28671;33,2112;33,1869;4,0;38,351;38,351;0,0146;22,05;191,665;4,0;15,79063;26,027;67,86;33,10081;33,12813
14/03/2007;2,3;49,48492;487,06554;998,47421;32,7012;32,675;3,84;27,362;27,362;-0,08255;24,35;191,665;3,98857;15,79063;26,122;67,86;33,07039;33,09764
15/03/2007;23,1;49,55717;487,77675;999,18542;32,6979;32,67;3,8;43,237;43,237;0,07226;47,45;191,665;3,976;15,79063;27,263;67,86;33,0437;33,07099
16/03/2007;0,0;49,43939;486,61748;998,02615;33,7647;31,7397;3,8;23,297;23,297;-0,11778;47,45;191,665;3,965;15,79063;27,015;67,86;32,9622;33,11434
17/03/2007;20,475;49,60367;488,23436;999,64303;31,902;31,878;3,8;54,65;54,65;0,16427;67,925;191,665;3,95529;15,79063;28,641;67,86;32,89842;33,04303
18/03/2007;5,725;49,55515;487,75679;999,16546;30,0337;30,1366;3,8;28,761;28,761;-0,04852;73,65;191,665;3,94667;15,79063;28,648;67,86;32,74499;32,87584
19/03/2007;15,2;49,85307;490,68917;1002,09784;32,4419;32,4161;3,8;67,564;67,564;0,29792;88,85;191,665;3,93895;15,79063;30,696;67,86;32,72768;32,85301
20/03/2007;8,6;50,25938;494,68837;1006,09704;32,1105;32,0848;3,22;81,329;81,329;0,40631;97,45;191,665;3,903;15,79063;33,227;67,86;32,69554;32,81588
21/03/2007;0,0;50,36966;495,77383;1007,1825;32,6619;32,6329;2,81;47,82;47,82;0,11028;97,45;191,665;3,85095;15,79063;33,922;67,86;32,69255;32,80855
22/03/2007;0,0;50,59587;498,00038;1009,40905;32,5371;32,5101;2,81;61,468;61,468;0,22621;97,45;191,665;3,80364;15,79063;35,174;67,86;32,68426;32,79621
23/03/2007;0,25;50,7169;499,19155;1010,60022;33,1712;33,1416;2,81;47,709;47,709;0,12102;97,7;191,665;3,76043;15,79063;35,719;67,86;32,70414;32,81251
24/03/2007;4,6;50,72998;499,32038;1010,72905;32,6827;32,6529;2,81;37,908;37,908;0,01309;102,3;191,665;3,72083;15,79063;35,811;67,86;32,70201;32,8071
25/03/2007;3,4;50,80219;500,0311;1011,43976;31,7321;31,7076;2,81;40,829;40,829;0,07221;105,7;191,665;3,6844;15,79063;36,011;67,86;32,66223;32,7641
26/03/2007;0,0;50,8772;500,7694;1012,17807;32,9634;32,9382;2,81;43,255;43,255;0,07501;105,7;191,665;3,65077;15,79063;36,29;67,86;32,67285;32,77177
27/03/2007;0,0;50,78353;499,84741;1011,25607;33,05;33,0225;2,81;24,849;24,849;-0,09367;105,7;191,665;3,61963;15,79063;35,866;67,86;32,6858;32,78207
28/03/2007;0,0;50,70926;499,11645;1010,52512;33,6951;33,6719;2,81;26,674;26,674;-0,07426;105,7;191,665;3,59071;15,79063;35,538;67,86;32,72101;32,81468
29/03/2007;0,0;50,64343;498,46844;1009,87711;33,8875;33,8631;3,56;29,382;29,382;-0,06584;105,7;191,665;3,58966;15,79063;35,326;67,86;32,7604;32,85168
30/03/2007;0,0;50,55647;497,61251;1009,02118;34,2201;34,1988;3,82;27,432;27,432;-0,08696;105,7;191,665;3,59733;15,79063;35,063;67,86;32,80834;32,89729
31/03/2007;0,1;50,42668;496,33507;1007,74374;33,1107;33,091;3,82;23,118;23,118;-0,12979;105,8;191,665;3,60452;15,79063;34,677;67,86;32,81746;32,90417
01/04/2007;0,0;50,33799;495,46205;1006,87072;32,0673;32,0336;3,82;25,722;25,722;-0,0887;0,0;85,421;3,82;11,36578;25,722;48,88;32,0336;32,0673
02/04/2007;0,0;50,20201;494,12369;1005,53236;33,5121;33,4859;3,82;20,43;20,43;-0,13598;0,0;85,421;3,82;11,36578;23,076;48,88;32,75975;32,7897
03/04/2007;0,0;50,0813;492,93559;1004,34426;33,6536;33,6247;3,82;22,434;22,434;-0,12071;0,0;85,421;3,82;11,36578;22,862;48,88;33,04807;33,07767
04/04/2007;0,0;49,94928;491,63614;1003,04481;32,7341;32,707;3,82;21,075;21,075;-0,13202;0,0;85,421;3,82;11,36578;22,415;48,88;32,9628;32,99178
05/04/2007;1,5;49,80797;490,2453;1001,65397;32,6169;32,5898;3,82;20,397;20,397;-0,14131;1,5;85,421;3,82;11,36578;22,012;48,88;32,8882;32,9168
06/04/2007;0,0;49,67503;488,93681;1000,34548;30,2428;30,2163;3,71;20,014;20,014;-0,13294;1,5;85,421;3,80167;11,36578;21,679;48,88;32,44288;32,47113
07/04/2007;0,0;49,59703;488,16902;999,57769;30,077;30,0486;3,61;22,626;22,626;-0,07801;1,5;85,421;3,77429;11,36578;21,814;48,88;32,10084;32,12911
08/04/2007;19,1;50,00284;492,16329;1003,57196;28,7976;28,77;3,61;80,089;80,089;0,40581;20,6;85,421;3,75375;11,36578;29,098;48,88;31,68449;31,71268
09/04/2007;21,25;50,30931;495,17983;1006,5885;33,6363;33,1374;3,61;65,396;65,396;0,30648;41,85;85,421;3,73778;11,36578;33,131;48,88;31,84592;31,92641
10/04/2007;0,6;50,46725;496,73441;1008,14308;33,4665;32,4413;3,61;53,645;53,645;0,15794;42,45;85,421;3,725;11,36578;35,183;48,88;31,90546;32,08042
11/04/2007;0,0;50,43641;496,4308;1007,83947;32,7957;32,7705;3,61;31,819;31,819;-0,03085;42,45;85,421;3,71455;11,36578;34,877;48,88;31,9841;32,14545
12/04/2007;0,0;50,37492;495,8256;1007,23426;33,5017;33,4715;3,61;28,717;28,717;-0,06149;42,45;85,421;3,70583;11,36578;34,364;48,88;32,10805;32,25847
13/04/2007;0,0;50,28385;494,92919;1006,33786;33,1829;33,1561;3,61;25,857;25,857;-0,09107;42,45;85,421;3,69846;11,36578;33,709;48,88;32,18867;32,32958
14/04/2007;1,5;50,27179;494,81055;1006,21922;32,4489;32,4216;3,61;34,313;34,313;-0,01205;43,95;85,421;3,69214;11,36578;33,752;48,88;32,20531;32,3381
15/04/2007;0,0;50,27199;494,81251;1006,22118;31,2011;31,1732;3,61;35,602;35,602;0,0002;43,95;85,421;3,68667;11,36578;33,876;48,88;32,1365;32,2623
16/04/2007;0,0;50,19695;494,07388;1005,48255;32,8636;32,8358;3,61;26,843;26,843;-0,07504;43,95;85,421;3,68188;11,36578;33,436;48,88;32,18021;32,29988
17/04/2007;0,0;50,04584;492,58656;1003,99523;32,6654;32,6368;3,61;19,443;19,443;-0,15111;43,95;85,421;3,67765;11,36578;32,613;48,88;32,20706;32,32138
18/04/2007;0,85;49,87708;490,92546;1002,33413;32,1406;32,1123;3,61;17,513;17,513;-0,16876;44,8;85,421;3,67389;11,36578;31,774;48,88;32,2018;32,31134
19/04/2007;0,0;49,75831;489,75646;1001,16513;32,8691;32,8402;3,61;22,674;22,674;-0,11877;44,8;85,421;3,67053;11,36578;31,295;48,88;32,2354;32,34069
20/04/2007;0,0;49,69503;489,13359;1000,54226;33,2155;33,1958;3,61;29,66;29,66;-0,06328;44,8;85,421;3,6675;11,36578;31,213;48,88;32,28342;32,38444
21/04/2007;2,1;49,57462;487,94843;999,35709;31,4572;31,4366;3,61;22,726;22,726;-0,12041;46,9;85,421;3,66476;11,36578;30,809;48,88;32,2431;32,34028
22/04/2007;3,463;49,54052;487,61284;999,02151;30,9201;30,8951;3,61;30,366;30,366;-0,03409;50,363;85,421;3,66227;11,36578;30,789;48,88;32,18182;32,27573
23/04/2007;22,45;49,64868;488,67743;1000,0861;32,8151;32,7901;3,61;46,668;46,668;0,10816;72,813;85,421;3,66;11,36578;31,48;48,88;32,20827;32,29918
24/04/2007;0,0;49,64409;488,63222;1000,04089;33,1479;33,1353;3,61;35,648;35,648;-0,00459;72,813;85,421;3,65792;11,36578;31,653;48,88;32,2469;32,33454
25/04/2007;0,0;49,56879;487,89111;999,29978;33,2308;33,2101;3,61;27,745;27,745;-0,0753;72,813;85,421;3,656;11,36578;31,497;48,88;32,28542;32,37039
26/04/2007;0,0;49,45279;486,7493;998,15797;33,4117;33,3885;3,61;23,206;23,206;-0,11601;72,813;85,421;3,65423;11,36578;31,178;48,88;32,32785;32,41044
27/04/2007;3,9;49,34961;485,73374;997,14241;31,8789;31,8562;3,61;24,431;24,431;-0,10318;76,713;85,421;3,65259;11,36578;30,928;48,88;32,31038;32,39076
28/04/2007;9,075;49,33851;485,62446;997,03313;29,6415;29,6154;3,61;32,645;32,645;-0,0111;85,788;85,421;3,65107;11,36578;30,989;48,88;32,21413;32,29257
29/04/2007;1,7;49,33663;485,60601;997,01468;29,4208;29,4011;3,61;32,535;32,535;-0,00187;87,488;85,421;3,64966;11,36578;31,043;48,88;32,11713;32,19354
30/04/2007;0,0;49,2904;485,15099;996,55966;30,8553;29,6663;3,61;26,599;26,599;-0,04623;87,488;85,421;3,64833;11,36578;30,895;48,88;32,03544;32,14893
01/05/2007;0,0;49,15045;483,77352;995,18219;31,6046;31,5807;3,61;18,397;18,397;-0,13995;0,0;90,794;3,61;10,36308;18,397;39,03;31,5807;31,6046
02/05/2007;0,0;49,04839;482,76897;994,17764;32,9354;32,9099;3,61;23,588;23,588;-0,10206;0,0;90,794;3,61;10,36308;20,993;39,03;32,2453;32,27
03/05/2007;0,0;48,8608;480,92254;992,33121;33,6436;32,6123;3,61;14,506;14,506;-0,18759;0,0;90,794;3,61;10,36308;18,83;39,03;32,36763;32,72787
04/05/2007;0,0;48,78316;480,15839;991,56706;32,767;32,7392;3,61;26,67;26,67;-0,07764;0,0;90,794;3,61;10,36308;20,79;39,03;32,46053;32,73765
05/05/2007;0,175;48,6475;478,82312;990,23179;31,876;31,8504;3,61;20,076;20,076;-0,13566;0,175;90,794;3,61;10,36308;20,647;39,03;32,3385;32,56532
06/05/2007;0,0;48,51274;477,49665;988,90532;30,5158;30,4901;3,61;19,286;19,286;-0,13477;0,175;90,794;3,61;10,36308;20,421;39,03;32,03043;32,22373
07/05/2007;0,0;48,39364;476,32442;987,73309;32,5838;32,553;3,62;19,935;19,935;-0,1191;0,175;90,794;3,61143;10,36308;20,351;39,03;32,10509;32,27517
08/05/2007;0,0;48,23558;474,76865;986,17732;32,4705;32,4383;3,61;18,072;18,072;-0,15806;0,175;90,794;3,61125;10,36308;20,066;39,03;32,14674;32,29959
09/05/2007;5,0;48,0885;473,321;984,72967;30,129;30,0828;3,61;17,955;17,955;-0,14708;5,175;90,794;3,61111;10,36308;19,832;39,03;31,91741;32,05841
10/05/2007;1,175;47,94192;471,87826;983,28693;31,0505;31,0173;3,61;15,98;15,98;-0,14658;6,35;90,794;3,611;10,36308;19,447;39,03;31,8274;31,95762
11/05/2007;0,0;47,87443;471,21399;982,62266;31,4177;31,3867;3,61;26,354;26,354;-0,06749;6,35;90,794;3,61091;10,36308;20,074;39,03;31,78734;31,90854
12/05/2007;0,0;47,734;469,83177;981,24044;32,2452;32,2129;3,62;18,869;18,869;-0,14043;6,35;90,794;3,61167;10,36308;19,974;39,03;31,8228;31,93659
13/05/2007;0,0;47,61028;468,61404;980,02271;30,0091;29,9757;3,62;21,079;21,079;-0,12372;6,35;90,794;3,61231;10,36308;20,059;39,03;31,68072;31,78832
14/05/2007;0,05;47,50947;467,62181;979,03048;31,5522;31,5192;3,62;22,636;22,636;-0,10081;6,4;90,794;3,61286;10,36308;20,243;39,03;31,66918;31,77146
15/05/2007;1,825;47,34053;465,959;977,36767;32,3448;32,3114;3,62;16,504;16,504;-0,16894;8,225;90,794;3,61333;10,36308;19,994;39,03;31,71199;31,80968
16/05/2007;0,0;47,21789;464,7519;976,16057;32,0344;32,0046;3,62;22,457;22,457;-0,12264;8,225;90,794;3,61375;10,36308;20,148;39,03;31,73028;31,82373
17/05/2007;0,0;47,07837;463,37863;974,7873;32,8214;32,7863;3,62;20,726;20,726;-0,13952;8,225;90,794;3,61412;10,36308;20,182;39,03;31,7924;31,88241
18/05/2007;0,0;46,94317;462,04786;973,45653;33,2309;33,198;3,62;21,542;21,542;-0,1352;8,225;90,794;3,61444;10,36308;20,257;39,03;31,87049;31,95733
19/05/2007;3,55;46,83234;460,95703;972,3657;30,8951;30,8639;3,62;24,843;24,843;-0,11083;11,775;90,794;3,61474;10,36308;20,499;39,03;31,81751;31,90142
20/05/2007;1,935;46,76242;460,26883;971,67749;29,7859;29,7544;3,62;25,991;25,991;-0,06992;13,71;90,794;3,615;10,36308;20,773;39,03;31,71436;31,79565
21/05/2007;0,0;46,66134;459,27394;970,6826;32,9626;32,9302;3,62;21,897;21,897;-0,10108;13,71;90,794;3,61524;10,36308;20,827;39,03;31,77225;31,85121
22/05/2007;0,0;46,45337;457,2269;968,63557;31,0378;31,0043;3,62;12,77;12,77;-0,20798;13,71;90,794;3,61545;10,36308;20,461;39,03;31,73735;31,81424
23/05/2007;21,075;46,45998;457,29196;968,70063;30,3343;30,3029;3,62;34,43;34,43;0,00661;34,785;90,794;3,61565;10,36308;21,068;39,03;31,67498;31,7499
24/05/2007;15,725;46,67339;459,39254;970,80121;31,0663;31,0342;3,62;57,452;57,452;0,21341;50,51;90,794;3,61583;10,36308;22,584;39,03;31,64828;31,72141
25/05/2007;0,0;46,66952;459,35443;970,7631;31,9093;31,8776;2,86;32,961;32,961;-0,00387;50,51;90,794;3,5856;10,36308;22,999;39,03;31,65745;31,72893
26/05/2007;0,0;46,57737;458,44745;969,85612;31,3213;31,2932;2,6;23,284;23,284;-0,09215;50,51;90,794;3,54769;10,36308;23,01;39,03;31,64344;31,71325
27/05/2007;0,0;46,47456;457,43544;968,84411;29,3679;29,2906;2,6;21,611;21,611;-0,10282;50,51;90,794;3,51259;10,36308;22,958;39,03;31,5563;31,62639
28/05/2007;0,15;46,38168;456,52127;967,92994;32,6106;32,5847;2,6;21,101;21,101;-0,09288;50,66;90,794;3,48;10,36308;22,892;39,03;31,59303;31,66154
29/05/2007;0,0;46,27203;455,44206;966,85073;30,7255;30,6987;2,6;21,921;21,921;-0,10965;50,66;90,794;3,44966;10,36308;22,858;39,03;31,56219;31,62926
30/05/2007;1,1;46,17947;454,531;965,93966;30,3514;30,3253;2,6;21,88;21,88;-0,09256;51,76;90,794;3,42133;10,36308;22,826;39,03;31,52096;31,58666
31/05/2007;0,0;46,00374;452,80131;964,20998;31,413;31,413;2,98;12,874;12,874;-0,17573;51,76;90,794;3,4071;10,36308;22,505;39,03;31,51748;31,58106
01/06/2007;0,0;45,887;451,65234;963,06101;33,1365;33,1123;3,11;21,573;21,573;-0,11673;0,0;53,773;3,11;15,4042;21,573;35,9;33,1123;33,1365
02/06/2007;6,25;45,77064;450,507;961,91567;30,8059;30,778;3,51;22,955;22,955;-0,11636;6,25;53,773;3,31;15,4042;22,264;35,9;31,94515;31,9712
03/06/2007;32,3;45,99841;452,74887;964,15754;29,8641;29,8402;3,51;58,72;58,72;0,22777;38,55;53,773;3,37667;15,4042;34,416;35,9;31,2435;31,26883
04/06/2007;2,95;46,19661;454,69969;966,10835;32,648;32,6189;3,51;55,237;55,237;0,1982;41,5;53,773;3,41;15,4042;39,621;35,9;31,58735;31,61363
05/06/2007;0,0;46,22278;454,95732;966,36599;32,7411;32,7182;3,51;38,781;38,781;0,02618;41,5;53,773;3,43;15,4042;39,453;35,9;31,81352;31,83912
06/06/2007;0,0;46,14474;454,18917;965,59784;30,5158;30,4901;3,51;25,858;25,858;-0,07804;41,5;53,773;3,44333;15,4042;37,187;35,9;31,59295;31,61857
07/06/2007;0,0;46,09842;453,73321;965,14188;32,5838;32,553;3,51;30,641;30,641;-0,04632;41,5;53,773;3,45286;15,4042;36,252;35,9;31,7301;31,75646
08/06/2007;0,0;46,03655;453,12426;964,53293;32,4705;32,4383;3,51;28,597;28,597;-0,06187;41,5;53,773;3,46;15,4042;35,295;35,9;31,81863;31,84571
09/06/2007;0,0;45,91851;451,96247;963,37114;30,129;30,0828;3,51;23,12;23,12;-0,11804;41,5;53,773;3,46556;15,4042;33,942;35,9;31,62576;31,65497
10/06/2007;0,0;45,81442;450,9379;962,34657;31,0505;31,0173;3,51;24,014;24,014;-0,10409;41,5;53,773;3,47;15,4042;32,95;35,9;31,56491;31,59452
11/06/2007;0,0;45,71261;449,93583;961,3445;33,4412;33,4073;3,51;22,212;22,212;-0,10181;41,5;53,773;3,47364;15,4042;31,973;35,9;31,7324;31,7624
12/06/2007;0,0;45,56622;448,49492;959,90359;32,7276;32,694;3,51;20,787;20,787;-0,14639;41,5;53,773;3,47667;15,4042;31,041;35,9;31,81253;31,84283
13/06/2007;0,0;45,40849;446,94248;958,35115;32,5701;32,535;3,51;18,488;18,488;-0,15773;41,5;53,773;3,47923;15,4042;30,076;35,9;31,86811;31,89878
14/06/2007;0,0;45,26118;445,49257;956,90124;33,27693;33,24332;3,51;19,257;19,257;-0,14731;41,5;53,773;3,48143;15,4042;29,303;35,9;31,96634;31,99722
15/06/2007;0,0;45,0966;443,8726;955,28127;33,25738;33,22382;3,5;17,246;17,246;-0,16459;41,5;53,773;3,48267;15,4042;28,499;35,9;32,05017;32,08123
16/06/2007;0,0;44,93983;442,32962;953,73828;32,65052;32,61862;3,5;18,603;18,603;-0,15676;41,5;53,773;3,48375;15,4042;27,881;35,9;32,0857;32,11681
17/06/2007;0,0;44,82649;441,21405;952,62272;30,78441;30,75709;3,51;22,522;22,522;-0,11334;41,5;53,773;3,48529;15,4042;27,565;35,9;32,00754;32,03843
18/06/2007;0,0;44,72061;440,17183;951,5805;32,62614;32,5986;3,5;21,684;21,684;-0,10589;41,5;53,773;3,48611;15,4042;27,239;35,9;32,04038;32,07108
19/06/2007;0,0;44,55201;438,51239;949,92106;32,4627;32,4349;3,51;16,952;16,952;-0,1686;41,5;53,773;3,48737;15,4042;26,697;35,9;32,06114;32,09169
