Data;Chuva (mm);Volume Útil Armazenado (%);Volume Útil Armazenado (hm³);Volume Total Armazenado (hm³);Vazão Captada (m³/s);Vazão Produzida (m³/s);Vazão Jusante (m³/s);Vazão Natural (m³/s);Vazão Afluente (m³/s);Variação do Volume Útil (%);Chuva Acumulada no Mês (mm);Chuva Média Historica (mm);Vazão Jusante no mês (m³/s);Vazão Jusante Média Histórica (m³/s);Vazão Natural no Mês (m³/s);Vazão Natural Media Historica (m³/s);Vazão Produzida no Mês (m³/s);Vazão Retirada no Mês (m³/s)
01/04/2022;0,9;45,25903;444,47625;955,88492;20,25036;20,24651;7,6;29,448;29,448;0,00472;0,9;81,46663;7,6;8,91813;29,448;46,0;20,24651;20,25036
02/04/2022;0,2;45,27683;444,65105;956,05972;20,31268;20,25699;7,6;28,676;28,676;0,0178;1,1;81,46663;7,6;8,91813;29,062;46,0;20,25175;20,28152
03/04/2022;0,1;45,25372;444,42407;955,83274;20,75747;20,71396;7,6;23,557;23,557;-0,02311;1,2;81,46663;7,6;8,91813;27,227;46,0;20,40582;20,44017
04/04/2022;0,0;45,30341;444,9121;956,32076;22,14869;22,12801;7,6;34,826;34,826;0,04969;1,2;81,46663;7,6;8,91813;29,127;46,0;20,83637;20,8673
05/04/2022;2,2;45,26728;444,55726;955,96593;20,59882;20,58234;7,6;23,564;23,564;-0,03613;3,4;81,46663;7,6;8,91813;28,014;46,0;20,78556;20,8136
06/04/2022;0,0;45,28134;444,69533;956,104;21,3299;21,27151;7,6;30,204;30,204;0,01406;3,4;81,46663;7,6;8,91813;28,379;46,0;20,86655;20,89965
07/04/2022;0,0;45,32158;445,09058;956,49925;20,58209;20,5602;7,68;30,747;30,747;0,04025;3,4;81,46663;7,61143;8,91813;28,717;46,0;20,82279;20,85429
08/04/2022;0,0;45,28059;444,68795;956,09662;21,93391;21,90035;8,6;24,018;24,018;-0,041;3,4;81,46663;7,735;8,91813;28,13;46,0;20,95748;20,98924
09/04/2022;8,15;45,34713;445,34148;956,75014;22,02071;21,95992;8,6;34,457;34,457;0,06655;11,55;81,46663;7,83111;8,91813;28,833;46,0;21,06887;21,10385
10/04/2022;0,1;45,35095;445,379;956,78767;20,39729;20,33677;8,6;30,65;30,65;0,00382;11,65;81,46663;7,908;8,91813;29,015;46,0;20,99566;21,03319
11/04/2022;0,0;45,29966;444,87532;956,28398;21,54787;21,53317;8,6;21,721;21,721;-0,05129;11,65;81,46663;7,97091;8,91813;28,352;46,0;21,04452;21,07998
12/04/2022;0,0;45,22809;444,17243;955,5811;20,19217;20,1851;8,6;21,419;21,419;-0,07157;11,65;81,46663;8,02333;8,91813;27,774;46,0;20,9729;21,006
13/04/2022;0,0;45,18157;443,71555;955,12422;20,07038;20,04606;8,6;24,66;24,66;-0,04652;11,65;81,46663;8,06769;8,91813;27,534;46,0;20,90161;20,93403
14/04/2022;0,1;45,14673;443,37338;954,78204;21,23644;21,24699;8,6;22,69;22,69;-0,03484;11,75;81,46663;8,10571;8,91813;27,188;46,0;20,92628;20,95563
15/04/2022;1,5;45,03647;442,29059;953,69926;19,82504;19,80629;8,68;17,159;17,159;-0,11026;13,25;81,46663;8,144;8,91813;26,52;46,0;20,85161;20,88025
16/04/2022;0,0;44,95684;441,50853;952,9172;20,01459;19,98657;9,6;22,545;22,545;-0,07963;13,25;81,46663;8,235;8,91813;26,271;46,0;20,79755;20,82615
17/04/2022;0,0;44,87332;440,68833;952,097;18,62909;18,60751;9,6;17,84;17,84;-0,08352;13,25;81,46663;8,31529;8,91813;25,775;46,0;20,66872;20,69691
18/04/2022;0,0;44,79232;439,89287;951,30154;20,67548;20,6437;9,65;20,036;20,036;-0,081;13,25;81,46663;8,38944;8,91813;25,457;46,0;20,66733;20,69572
19/04/2022;0,0;44,75113;439,48833;950,897;23,00826;22,97659;10,6;16,413;23,92;-0,04119;13,25;81,46663;8,50579;8,91813;24,981;46,0;20,78887;20,81743
20/04/2022;0,0;44,6778;438,76818;950,17685;22,80626;22,79564;10,6;16,39;24,086;-0,07333;13,25;81,46663;8,6105;8,91813;24,551;46,0;20,88921;20,91688
21/04/2022;0,0;44,6188;438,18877;949,59743;22,12828;22,09638;10,6;18,482;26,152;-0,059;13,25;81,46663;8,70524;8,91813;24,262;46,0;20,94669;20,97456
22/04/2022;0,0;44,55414;437,55372;948,96239;22,26191;22,25796;10,6;17,319;25,045;-0,06466;13,25;81,46663;8,79136;8,91813;23,946;46,0;21,0063;21,03308
23/04/2022;0,0;44,49965;437,01864;948,42731;21,05157;21,04327;10,6;18,575;26,304;-0,05449;13,25;81,46663;8,87;8,91813;23,713;46,0;21,0079;21,03388
24/04/2022;0,0;44,42825;436,3174;947,72607;22,42823;22,37986;10,6;15,847;23,53;-0,0714;13,25;81,46663;8,94208;8,91813;23,385;46,0;21,06507;21,09198
25/04/2022;0,0;44,3577;435,62452;947,03319;23,39018;23,37334;10,6;17,207;24,883;-0,07055;13,25;81,46663;9,0084;8,91813;23,138;46,0;21,1574;21,18391
26/04/2022;0,0;44,28472;434,90781;946,31648;23,07264;23,04813;10,6;17,377;24,99;-0,07298;13,25;81,46663;9,06962;8,91813;22,916;46,0;21,23012;21,25655
27/04/2022;0,0;44,21979;434,2702;945,67887;22,7372;22,75988;10,6;18,895;26,408;-0,06493;13,25;81,46663;9,1263;8,91813;22,767;46,0;21,28678;21,31139
28/04/2022;0,0;44,1454;433,53957;944,94824;22,5167;22,5101;10,72;16,202;23,62;-0,0744;13,25;81,46663;9,18321;8,91813;22,533;46,0;21,33047;21,35444
29/04/2022;0,0;44,05752;432,67653;944,0852;22,03331;21,97479;12,1;16,282;23,862;-0,08788;13,25;81,46663;9,28379;8,91813;22,317;46,0;21,35269;21,37785
30/04/2022;0,5;44,02897;432,39622;943,80489;19,98693;19,89408;12,1;22,065;29,645;-0,02854;13,75;81,46663;9,37767;8,91813;22,309;46,0;21,30407;21,33148
01/05/2022;1,05;43,96056;431,72437;943,13304;21,41405;21,39501;12,1;18,103;25,735;-0,06841;1,05;75,48881;12,1;8,24282;18,103;36,3;21,39501;21,41405
02/05/2022;0,3;43,91229;431,25029;942,65896;22,90193;22,81305;12,1;18,283;25,91;-0,04827;1,35;75,48881;12,1;8,24282;18,193;36,3;22,10403;22,15799
03/05/2022;3,1;43,83323;430,47391;941,88258;21,9467;21,91537;12,1;19,276;26,891;-0,07906;4,45;75,48881;12,1;8,24282;18,554;36,3;22,04114;22,08756
04/05/2022;0,9;43,76604;429,81401;941,22268;21,40085;21,3456;11,9;18,098;25,711;-0,06719;5,35;75,48881;12,05;8,24282;18,44;36,3;21,86726;21,91588
05/05/2022;11,5;43,80576;430,20406;941,61272;20,91894;20,84337;12,1;30,089;37,694;0,03972;16,85;75,48881;12,06;8,24282;20,77;36,3;21,66248;21,71649
06/05/2022;0,0;43,8174;430,31843;941,7271;21,67759;21,62449;12,1;26,36;34,0;0,01165;16,85;75,48881;12,06667;8,24282;21,702;36,3;21,65615;21,71001
07/05/2022;0,0;43,78194;429,97016;941,37883;20,61864;20,24167;12,1;21,095;28,657;-0,03546;16,85;75,48881;12,07143;8,24282;21,615;36,3;21,45408;21,5541
08/05/2022;0,0;43,71877;429,34982;940,75849;19,7493;19,72286;12,1;18,936;26,456;-0,06317;16,85;75,48881;12,075;8,24282;21,28;36,3;21,23768;21,3285
09/05/2022;0,0;43,63065;428,48438;939,89305;22,28517;22,25902;12,1;13,937;21,51;-0,08812;16,85;75,48881;12,07778;8,24282;20,464;36,3;21,35116;21,4348
10/05/2022;0,0;43,51592;427,3577;938,76637;22,54308;22,49952;12,1;11,753;19,324;-0,11472;16,85;75,48881;12,08;8,24282;19,593;36,3;21,466;21,54563
11/05/2022;0,0;43,38285;426,05081;937,45948;23,39141;23,32118;12,1;10,644;18,225;-0,13308;16,85;75,48881;12,08182;8,24282;18,779;36,3;21,63465;21,71342
12/05/2022;6,7;43,33064;425,53813;936,94679;22,11534;22,07431;12,1;20,209;27,796;-0,0522;23,55;75,48881;12,08333;8,24282;18,899;36,3;21,67129;21,74692
13/05/2022;0,1;43,25982;424,84262;936,25129;23,35957;23,343;12,1;17,629;25,217;-0,07082;23,65;75,48881;12,08462;8,24282;18,801;36,3;21,79988;21,87097
14/05/2022;0,0;43,18208;424,07915;935,48782;22,58928;22,53318;12,1;17,162;24,752;-0,07774;23,65;75,48881;12,08571;8,24282;18,684;36,3;21,85226;21,92228
15/05/2022;7,1;43,10475;423,31965;934,72832;21,49075;21,42406;12,1;16,918;24,508;-0,07734;30,75;75,48881;12,08667;8,24282;18,566;36,3;21,82371;21,89351
16/05/2022;0,7;43,092;423,19447;934,60314;22,82121;22,80788;12,1;24,54;32,131;-0,01275;31,45;75,48881;12,0875;8,24282;18,94;36,3;21,88522;21,95149
17/05/2022;0,0;42,99527;422,24448;933,65315;21,96739;21,9344;12,1;13,511;21,106;-0,09673;31,45;75,48881;12,08824;8,24282;18,62;36,3;21,88812;21,95242
18/05/2022;0,0;42,85707;420,88731;932,29597;22,10583;22,08544;12,1;10,13;17,727;-0,13819;31,45;75,48881;12,08889;8,24282;18,149;36,3;21,89908;21,96095
19/05/2022;0,0;42,75983;419,93235;931,34102;21,40011;21,34767;12,1;12,58;20,167;-0,09724;31,45;75,48881;12,08947;8,24282;17,855;36,3;21,87006;21,93143
20/05/2022;0,0;42,62725;418,63031;930,03898;23,0127;22,98154;12,1;11,077;18,656;-0,13258;31,45;75,48881;12,09;8,24282;17,517;36,3;21,92563;21,98549
21/05/2022;0,05;42,50359;417,41588;928,82455;23,47895;23,44534;12,1;11,277;18,857;-0,12366;31,5;75,48881;12,09048;8,24282;17,219;36,3;21,998;22,05661
22/05/2022;0,0;42,41958;416,59079;927,99946;22,34397;22,30848;12,1;18,316;25,892;-0,08402;31,5;75,48881;12,09091;8,24282;17,269;36,3;22,01211;22,06967
23/05/2022;0,05;42,31395;415,55342;926,96209;23,59341;23,56739;12,1;14,6;22,166;-0,10563;31,55;75,48881;12,0913;8,24282;17,153;36,3;22,07973;22,13592
24/05/2022;0,0;42,18812;414,31772;925,72639;23,42813;23,35189;12,1;13,762;21,322;-0,12583;31,55;75,48881;12,09167;8,24282;17,012;36,3;22,13274;22,18976
25/05/2022;0,0;42,0604;413,06341;924,47208;23,38506;23,35692;12,1;13,354;20,754;-0,12772;31,55;75,48881;12,092;8,24282;16,866;36,3;22,18171;22,23757
26/05/2022;0,0;41,92909;411,7738;923,18247;23,62683;23,61328;12,1;13,31;19,996;-0,13131;31,55;75,48881;12,09231;8,24282;16,729;36,3;22,23677;22,29101
27/05/2022;0,0;41,81731;410,67606;922,08473;24,0223;23,98214;12,1;15,022;22,598;-0,11178;31,55;75,48881;12,09259;8,24282;16,666;36,3;22,30141;22,35513
28/05/2022;0,0;41,72446;409,76423;921,1729;22,16983;22,17658;12,1;16,7;24,282;-0,09285;31,55;75,48881;12,09286;8,24282;16,667;36,3;22,29695;22,34851
29/05/2022;0,0;41,62711;408,80815;920,21682;21,84348;21,81388;12,1;14,362;21,934;-0,09735;31,55;75,48881;12,0931;8,24282;16,587;36,3;22,28029;22,3311
30/05/2022;0,0;41,49771;407,53735;918,94602;22,68704;22,66291;12,1;10,426;17,998;-0,1294;31,55;75,48881;12,09333;8,24282;16,382;36,3;22,29305;22,34296
31/05/2022;24,6;41,61218;408,66156;920,07023;21,96929;21,90478;12,1;38,343;45,919;0,11447;56,15;75,48881;12,09355;8,24282;17,09;36,3;22,28052;22,33091
01/06/2022;11,3;41,66213;409,15207;920,56073;22,18178;22,11023;11,1;30,575;38,155;0,04995;11,3;57,84506;11,1;11,33421;30,575;33,8;22,11023;22,18178
02/06/2022;0,45;41,7293;409,81175;921,22041;22,709;22,63966;8,86;28,647;36,234;0,06717;11,75;57,84506;9,98;11,33421;29,611;33,8;22,37495;22,44539
03/06/2022;0,1;41,68862;409,41227;920,82093;23,02155;23,00973;7,427;16,435;24,028;-0,04068;11,85;57,84506;9,129;11,33421;25,219;33,8;22,58654;22,63744
04/06/2022;0,2;41,6669;409,19893;920,6076;21,58818;21,52266;7,1;18,077;25,673;-0,02172;12,05;57,84506;8,62175;11,33421;23,434;33,8;22,32057;22,37513
05/06/2022;0,0;41,60482;408,58931;919,99798;21,99488;21,9558;7,1;12,739;20,331;-0,06207;12,05;57,84506;8,3174;11,33421;21,295;33,8;22,24762;22,29908
06/06/2022;0,0;41,56584;408,20651;919,61518;21,66213;21,65637;7,1;16,367;23,968;-0,03898;12,05;57,84506;8,1145;11,33421;20,473;33,8;22,14908;22,19292
07/06/2022;0,0;41,50675;407,62618;919,03484;22,49322;22,46267;7,35;12,352;19,955;-0,05909;12,05;57,84506;8,00529;11,33421;19,313;33,8;22,19387;22,23582
08/06/2022;5,4;41,48932;407,45498;918,86365;21,27349;21,24576;10,1;21,099;28,705;-0,01743;17,45;57,84506;8,26713;11,33421;19,536;33,8;22,07536;22,11553
09/06/2022;2,7;41,40075;406,58513;917,9938;21,27496;21,21796;10,1;13,765;21,355;-0,08857;20,15;57,84506;8,47078;11,33421;18,895;33,8;21,98009;22,02213
10/06/2022;6,5;41,44604;407,02999;918,43866;22,91951;22,84951;10,1;26,407;34,025;0,0453;26,65;57,84506;8,6337;11,33421;19,646;33,8;22,06704;22,11187
11/06/2022;2,4;41,44576;407,02725;918,43592;21,85018;21,77733;10,1;22,222;29,823;-0,00028;29,05;57,84506;8,767;11,33421;19,88;33,8;22,0407;22,08808
12/06/2022;0,1;41,37551;406,33728;917,74595;20,61745;20,62362;10,1;15,918;23,524;-0,07026;29,15;57,84506;8,87808;11,33421;19,55;33,8;21,92261;21,96553
13/06/2022;0,0;41,30043;405,59995;917,00862;23,07729;23,0462;10,1;12,934;20,543;-0,07508;29,15;57,84506;8,97208;11,33421;19,041;33,8;22,00904;22,05105
14/06/2022;0,0;41,20283;404,64145;916,05012;22,07366;22,04928;10,1;11,679;19,289;-0,0976;29,15;57,84506;9,05264;11,33421;18,515;33,8;22,01191;22,05266
15/06/2022;0,0;41,12885;403,91496;915,32363;23,24646;23,19238;9,713;14,696;22,296;-0,07398;29,15;57,84506;9,09667;11,33421;18,261;33,8;22,09061;22,13225
16/06/2022;0,0;41,02105;402,85628;914,26495;21,63567;21,40779;9,6;10,35;17,952;-0,1078;29,15;57,84506;9,12813;11,33421;17,766;33,8;22,04793;22,10121
17/06/2022;0,0;40,94112;402,07123;913,4799;22,793;22,48326;9,6;14,28;21,873;-0,07994;29,15;57,84506;9,15588;11,33421;17,561;33,8;22,07354;22,14191
18/06/2022;0,1;40,83351;401,01448;912,42315;20,88179;20,78091;9,6;10,257;17,846;-0,1076;29,25;57,84506;9,18056;11,33421;17,156;33,8;22,00173;22,0719
19/06/2022;0,0;40,80383;400,72295;912,13162;20,35084;20,29793;9,6;19,256;26,84;-0,02969;29,25;57,84506;9,20263;11,33421;17,266;33,8;21,91206;21,98132
20/06/2022;0,0;40,7372;400,06861;911,47728;22,04787;21,99153;9,6;14,059;21,641;-0,06663;29,25;57,84506;9,2225;11,33421;17,106;33,8;21,91603;21,98465
21/06/2022;0,2;40,67823;399,48954;910,89821;21,36714;21,31434;9,6;15,944;23,399;-0,05896;29,45;57,84506;9,24048;11,33421;17,05;33,8;21,88738;21,95524
22/06/2022;0,1;40,60767;398,79657;910,20524;22,49271;22,46579;9,68;15,197;22,792;-0,07056;29,55;57,84506;9,26045;11,33421;16,966;33,8;21,91367;21,97967
23/06/2022;0,1;40,514;397,87667;909,28533;22,43608;22,34567;10,6;14,466;22,046;-0,09367;29,65;57,84506;9,3187;11,33421;16,857;33,8;21,93245;21,99951
24/06/2022;0,0;40,37632;396,5245;907,93317;23,67935;23,61855;10,704;10,483;18,073;-0,13768;29,65;57,84506;9,37642;11,33421;16,592;33,8;22,00271;22,06951
25/06/2022;0,0;40,25762;395,3588;906,76747;21,63154;21,5567;10,75;12,493;20,076;-0,1187;29,65;57,84506;9,43136;11,33421;16,428;33,8;21,98487;22,05199
26/06/2022;0,0;40,15855;394,38589;905,79455;19,03553;19,00178;11,6;13,23;20,816;-0,09907;29,65;57,84506;9,51477;11,33421;16,305;33,8;21,87013;21,93597
27/06/2022;0,0;40,05388;393,35792;904,76659;20,64606;20,56619;11,6;10,96;18,539;-0,10467;29,65;57,84506;9,592;11,33421;16,107;33,8;21,82184;21,8882
28/06/2022;0,0;39,95397;392,37674;903,7854;21,56311;21,47823;11,6;13,001;20,579;-0,09991;29,65;57,84506;9,66371;11,33421;15,996;33,8;21,80957;21,87659
29/06/2022;0,1;39,84664;391,32267;902,73134;21,92383;21,84889;11,35;12,701;20,271;-0,10733;29,75;57,84506;9,72186;11,33421;15,882;33,8;21,81092;21,87822
30/06/2022;0,0;39,74891;390,36296;901,77162;22,49932;22,446;11,6;14,263;21,843;-0,09772;29,75;57,84506;9,78447;11,33421;15,828;33,8;21,83209;21,89892
01/07/2022;0,0;39,62655;389,16124;900,56991;21,71723;21,67983;11,6;12,51;20,08;-0,12237;0,0;44,88138;11,6;8,71729;12,51;27,2;21,67983;21,71723
02/07/2022;0,0;39,50892;388,00601;899,41468;22,13663;22,088;11,6;11,914;19,484;-0,11763;0,0;44,88138;11,6;8,71729;12,212;27,2;21,88392;21,92693
03/07/2022;0,0;39,39891;386,92569;898,33436;21,04622;20,99967;11,6;13,372;20,935;-0,11;0,0;44,88138;11,6;8,71729;12,599;27,2;21,58917;21,63336
04/07/2022;0,1;39,31466;386,09822;897,50689;22,48953;22,44042;11,6;15,22;22,668;-0,08426;0,1;44,88138;11,6;8,71729;13,254;27,2;21,80198;21,8474
05/07/2022;0,0;39,18358;384,811;896,21967;22,48521;22,39509;11,6;11,432;19,003;-0,13107;0,1;44,88138;11,6;8,71729;12,89;27,2;21,9206;21,97496
06/07/2022;0,1;39,07866;383,78062;895,18929;20,45924;20,43329;11,62;13,58;21,173;-0,10492;0,2;44,88138;11,60333;8,71729;13,005;27,2;21,67272;21,72234
07/07/2022;0,0;38,95827;382,59822;894,00689;21,15559;21,05671;11,85;11,641;19,261;-0,1204;0,2;44,88138;11,63857;8,71729;12,81;27,2;21,58472;21,64138
08/07/2022;0,0;38,84867;381,52194;892,93061;20,83728;20,78058;11,85;12,147;19,718;-0,10959;0,2;44,88138;11,665;8,71729;12,727;27,2;21,4842;21,54087
09/07/2022;0,0;38,726;380,31724;891,72591;19,86266;19,79751;11,85;10,49;18,063;-0,12267;0,2;44,88138;11,68556;8,71729;12,478;27,2;21,29679;21,3544
10/07/2022;0,0;38,61141;379,19188;890,60055;18,6471;18,59846;11,85;9,206;16,781;-0,11459;0,2;44,88138;11,702;8,71729;12,151;27,2;21,02696;21,08367
11/07/2022;0,1;38,49587;378,0572;889,46587;19,77892;19,75932;11,85;8,007;15,58;-0,11554;0,3;44,88138;11,71545;8,71729;11,774;27,2;20,91172;20,96506
12/07/2022;0,0;38,38608;376,97898;888,38765;19,72665;19,70601;11,85;10,765;18,331;-0,10979;0,3;44,88138;11,72667;8,71729;11,69;27,2;20,81124;20,86186
13/07/2022;0,1;38,26751;375,81445;887,22312;19,33243;19,27861;11,85;9,709;17,245;-0,11858;0,4;44,88138;11,73615;8,71729;11,538;27,2;20,69335;20,74421
14/07/2022;0,2;38,16317;374,78977;886,19844;19,67702;19,61221;11,85;9,921;17,471;-0,10434;0,6;44,88138;11,74429;8,71729;11,422;27,2;20,61612;20,66798
15/07/2022;0,0;38,03214;373,50304;884,91171;21,45374;21,4242;11,85;8,53;16,068;-0,13102;0,6;44,88138;11,75133;8,71729;11,23;27,2;20,66999;20,72036
16/07/2022;0,0;37,90871;372,29082;883,69949;19,2099;19,19845;11,85;9,75;17,293;-0,12344;0,6;44,88138;11,7575;8,71729;11,137;27,2;20,57802;20,62596
17/07/2022;0,0;37,78283;371,05458;882,46325;18,51352;18,50327;11,85;7,987;15,526;-0,12588;0,6;44,88138;11,76294;8,71729;10,952;27,2;20,45598;20,5017
18/07/2022;0,0;37,68874;370,13057;881,53924;18,62584;18,58824;11,85;11,372;18,907;-0,09409;0,6;44,88138;11,76778;8,71729;10,975;27,2;20,35222;20,39748
19/07/2022;0,0;37,58881;369,14915;880,55782;19,23999;19,25398;11,85;11,44;18,978;-0,09993;0,6;44,88138;11,77211;8,71729;11,0;27,2;20,29441;20,33656
20/07/2022;0,0;37,48287;368,10874;879,51741;19,61056;19,61339;11,85;11,707;19,148;-0,10594;0,6;44,88138;11,776;8,71729;11,035;27,2;20,26036;20,30026
21/07/2022;0,0;37,38564;367,15393;878,5626;19,13767;19,10632;11,85;12,175;19,681;-0,09722;0,6;44,88138;11,77952;8,71729;11,089;27,2;20,20541;20,2449
22/07/2022;0,05;37,27922;366,10875;877,51742;20,13698;20,11587;11,85;11,673;19,227;-0,10643;0,65;44,88138;11,78273;8,71729;11,116;27,2;20,20134;20,24
23/07/2022;0,0;37,16082;364,94597;876,35464;19,17419;19,1407;11,85;10,815;18,369;-0,1184;0,65;44,88138;11,78565;8,71729;11,103;27,2;20,15522;20,19366
24/07/2022;0,0;37,04226;363,78165;875,19032;17,99854;17,96851;11,85;8,939;16,478;-0,11856;0,65;44,88138;11,78833;8,71729;11,013;27,2;20,06411;20,10219
25/07/2022;0,0;36,93228;362,70155;874,11022;19,99918;19,99471;11,85;8,845;16,392;-0,10998;0,65;44,88138;11,7908;8,71729;10,926;27,2;20,06133;20,09807
26/07/2022;0,0;36,79574;361,36067;872,76934;19,4219;19,40584;11,89;7,957;15,496;-0,13654;0,65;44,88138;11,79462;8,71729;10,812;27,2;20,03612;20,07207
27/07/2022;0,0;36,6892;360,31438;871,72305;19,48627;19,4602;12,35;12,088;19,624;-0,10654;0,65;44,88138;11,81519;8,71729;10,859;27,2;20,01479;20,05037
28/07/2022;0,0;36,56799;359,12397;870,53264;19,75546;19,71658;12,35;10,212;17,737;-0,12121;0,65;44,88138;11,83429;8,71729;10,836;27,2;20,00414;20,03984
29/07/2022;0,0;36,44761;357,94175;869,35042;19,50541;19,48821;12,35;10,944;18,467;-0,12038;0,65;44,88138;11,85207;8,71729;10,84;27,2;19,98635;20,02141
30/07/2022;7,3;36,36506;357,13104;868,53971;18,42362;18,43547;12,35;13,019;20,545;-0,08255;7,95;44,88138;11,86867;8,71729;10,912;27,2;19,93466;19,96815
31/07/2022;0,0;36,2688;356,18572;867,59439;17,78802;17,76544;12,35;11,495;19,023;-0,09626;7,95;44,88138;11,88419;8,71729;10,931;27,2;19,86468;19,89782
01/08/2022;0,05;36,16356;355,15222;866,56088;19,63524;19,61508;12,35;9,965;17,487;-0,10524;0,05;33,92875;12,35;10,67175;9,965;23,1;19,61508;19,63524
02/08/2022;0,0;36,06821;354,21576;865,62443;20,07438;20,05978;12,35;12,043;19,565;-0,09535;0,05;33,92875;12,35;10,67175;11,004;23,1;19,83743;19,85481
03/08/2022;0,0;35,91422;352,70349;864,11216;20,52202;20,50926;12,35;6,695;14,205;-0,15399;0,05;33,92875;12,35;10,67175;9,568;23,1;20,06137;20,07721
04/08/2022;0,0;35,76303;351,21867;862,62734;20,71736;20,73572;12,35;6,598;13,85;-0,15119;0,05;33,92875;12,35;10,67175;8,825;23,1;20,22996;20,23725
05/08/2022;0,0;35,62312;349,84467;861,25334;20,43029;20,41445;12,35;9,76;17,259;-0,13991;0,05;33,92875;12,35;10,67175;9,012;23,1;20,26686;20,27586
06/08/2022;0,0;35,50108;348,64616;860,05483;19,30681;19,30393;12,35;11,106;18,599;-0,12204;0,05;33,92875;12,35;10,67175;9,361;23,1;20,10637;20,11435
07/08/2022;0,0;35,36636;347,32315;858,73182;17,33688;17,35186;12,35;7,433;14,925;-0,13472;0,05;33,92875;12,35;10,67175;9,086;23,1;19,71287;19,71757
08/08/2022;13,7;35,3466;347,1291;858,53777;18,68464;18,73696;12,35;18,464;25,944;-0,01976;13,75;33,92875;12,35;10,67175;10,258;23,1;19,59088;19,58845
09/08/2022;1,7;35,25853;346,26417;857,67283;20,73794;20,73023;11,2;11,511;18,985;-0,08807;15,45;33,92875;12,22222;10,67175;10,397;23,1;19,71747;19,71617
10/08/2022;19,1;35,34341;347,09776;858,50642;20,3882;20,39245;11,2;31,265;38,736;0,08488;34,55;33,92875;12,12;10,67175;12,484;23,1;19,78497;19,78338
11/08/2022;3,4;35,3908;347,56312;858,97179;20,84843;20,81309;9,02;25,002;32,472;0,04739;37,95;33,92875;11,83818;10,67175;13,622;23,1;19,87844;19,8802
12/08/2022;0,2;35,35667;347,22798;858,63665;19,53278;19,4911;8,6;16,022;23,488;-0,03413;38,15;33,92875;11,56833;10,67175;13,822;23,1;19,84616;19,85125
13/08/2022;0,0;35,28876;346,56099;857,96966;20,60775;20,55731;8,6;14,548;22,008;-0,06792;38,15;33,92875;11,34;10,67175;13,878;23,1;19,90086;19,90944
14/08/2022;0,0;35,16526;345,34812;856,75679;18,99243;18,9689;8,6;8,274;15,742;-0,1235;38,15;33,92875;11,14429;10,67175;13,478;23,1;19,83429;19,84394
15/08/2022;0,0;35,09136;344,62243;856,0311;20,40156;20,35944;8,6;10,889;18,358;-0,07389;38,15;33,92875;10,97467;10,67175;13,305;23,1;19,8693;19,88111
16/08/2022;0,0;35,01094;343,83267;855,24134;20,76112;20,71447;8,8;12,186;19,615;-0,08042;38,15;33,92875;10,83875;10,67175;13,235;23,1;19,92213;19,93611
17/08/2022;0,0;34,90693;342,81115;854,21982;20,20309;20,16543;11,1;11,017;18,433;-0,10402;38,15;33,92875;10,85412;10,67175;13,105;23,1;19,93644;19,95182
18/08/2022;0,3;34,7941;341,70309;853,11176;20,75457;20,73982;11,1;10,454;17,867;-0,11283;38,45;33,92875;10,86778;10,67175;12,957;23,1;19,98107;19,99642
19/08/2022;0,1;34,65173;340,30496;851,71363;20,01169;19,98183;11,2;7,167;14,574;-0,14237;38,55;33,92875;10,88526;10,67175;12,653;23,1;19,98111;19,99722
20/08/2022;0,9;34,51067;338,91966;850,32833;16,79402;16,7109;12,35;8,07;15,47;-0,14106;39,45;33,92875;10,9585;10,67175;12,423;23,1;19,8176;19,83706
21/08/2022;0,0;34,48644;338,68165;850,09032;16,04621;15,95718;12,35;12,425;19,831;-0,02424;39,45;33,92875;11,02476;10,67175;12,424;23,1;19,63377;19,65654
22/08/2022;0,0;34,33142;337,15924;848,56791;19,88646;19,86824;12,35;8,545;15,883;-0,15502;39,45;33,92875;11,085;10,67175;12,247;23,1;19,64443;19,66699
23/08/2022;0,0;34,2;335,8686;847,27727;19,74053;19,65978;12,35;9,064;16,434;-0,13142;39,45;33,92875;11,14;10,67175;12,109;23,1;19,6451;19,67019
24/08/2022;0,0;34,07483;334,63937;846,04804;20,52185;20,51115;12,35;10,421;17,801;-0,12517;39,45;33,92875;11,19042;10,67175;12,039;23,1;19,68118;19,70568
25/08/2022;0,0;33,93951;333,31042;844,71909;20,69799;20,69945;12,35;9,776;17,154;-0,13532;39,45;33,92875;11,2368;10,67175;11,948;23,1;19,72191;19,74537
26/08/2022;0,0;33,77766;331,72091;843,12958;21,51163;21,50119;12,35;7,324;14,692;-0,16185;39,45;33,92875;11,27962;10,67175;11,77;23,1;19,79035;19,8133
27/08/2022;0,0;33,64012;330,37017;841,77884;21,86649;21,81287;12,35;10,095;17,448;-0,13754;39,45;33,92875;11,31926;10,67175;11,708;23,1;19,86525;19,88935
28/08/2022;0,0;33,47474;328,74601;840,15467;19,52941;19,54275;12,35;7,234;14,583;-0,16538;39,45;33,92875;11,35607;10,67175;11,548;23,1;19,85374;19,87649
29/08/2022;0,0;33,34104;327,43304;838,84171;18,85797;18,81992;12,35;8,949;16,29;-0,13369;39,45;33,92875;11,39034;10,67175;11,459;23,1;19,81809;19,84137
